Description,country,commodity,fac_name,latitude,longitude,capacity,Ticker
Cuprom S.A. Baia Mare,Romania,Copper: metal,Outokumpu flash smelter and electrolytic refinery,47.64,23.54,40,#N/A
JP PEU Resavica,Serbia,Coal: bituminous,Underground mine at Baljevac,43.38,20.61,0,#N/A
JP PEU Resavica,Serbia,Coal: bituminous,Underground mine at Vrska Cuka,43.85,22.35,0,#N/A
JP PEU Resavica,Serbia,Coal: brown,Underground mine at Bogovina,43.89,21.95,0,#N/A
JP PEU Resavica,Serbia,Coal: brown,Underground mine at Krepolijn,44.26,21.61,0,#N/A
JP PEU Resavica,Serbia,Coal: brown,Underground mine at Resavica,44.07,21.52,0,#N/A
JP PEU Resavica,Serbia,Coal: brown,Underground mine at Soko Banja,43.64,21.87,0,#N/A
JP PEU Resavica,Serbia,Coal: brown,Underground mine at Stavalj,43.27,20.13,0,#N/A
PD RB Kolubara d.o.o.,Serbia,Coal: lignite,Opencast mines at Polje B,44.48,20.24,0,#N/A
PD RB Kolubara d.o.o.,Serbia,Coal: lignite,Opencast mines at Polje D,44.44,20.32,0,#N/A
PD RB Kolubara d.o.o.,Serbia,Coal: lignite,Opencast mines at Tamnava East,44.48,20.31,0,#N/A
PD RB Kolubara d.o.o.,Serbia,Coal: lignite,Opencast mines at Tamnava West,44.49,20.21,0,#N/A
TE-KO Kostolac d.o.o.,Serbia,Coal: lignite,Opencast mines at Cirikovac,44.68,21.21,0,#N/A
TE-KO Kostolac d.o.o.,Serbia,Coal: lignite,Opencast mines at Drmno,44.71,21.23,0,#N/A
TE-KO Kostolac d.o.o.,Serbia,Coal: lignite,Opencast mines at Klenovnik,44.71,21.23,0,#N/A
JP PEU Resavica,Serbia,Coal: lignite,Underground mine at Lubnica,43.87,22.2,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,Copper: metal,Electrolytic refinery at Bor,44.07,22.11,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,Copper: metal,Smelter at Bor,44.07,22.11,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate",Mine at Majdanpek,44.41,21.95,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate",Mill at Majdanpek,44.41,21.95,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate",Mine at Veliki Krivelj,44.13,22.11,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate",Mill at Veliki Krivelj,44.13,22.11,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate","Mine ""Jama"" at Bor",44.07,22.11,0,#N/A
Rudarsko Topionicki Bazen Bor (RTB Bor),Serbia,"Copper: mine production, Cu content of concentrate","Mill ""Jama"" at Bor",44.07,22.11,0,#N/A
ZSNP Aluminum Works,Slovakia,Aluminum,Plant at Hronom,48.57,18.86,195,#N/A
ZSNP Aluminum Works,Slovakia,Aluminum,Plant at Ziar,48.57,18.86,195,#N/A
"Hornonitranske Bane, A.S.",Slovakia,Coal: brown,Mine at Prievidza,48.75,18.66,3500,#N/A
"Bana Dolina, A.S.",Slovakia,Coal: brown,Mine at V'lky Krtis,48.23,19.34,500,#N/A
"Bana Zhorie, A.S.",Slovakia,Coal: lignite,Mine at Holic,48.8,17.17,400,#N/A
Kovohuty A.S.,Slovakia,Copper: refined,Plant in Krompachy,48.67,19.15,30,#N/A
Talum d.o.o. Kidricevo,Slovenia,Aluminum,Smelter at Kidricevo,46.39,15.79,120,#N/A
Talum d.o.o. Kidricevo,Slovenia,Aluminum,Plant at Kidricevo,46.39,15.79,72,#N/A
"SOZC, Rudarsko Energetski Kombinat E. Kardelj",Slovenia,Coal: brown,Mine Sasavski Rudnici,46.14,15.06,1300,#N/A
"SOZC, Rudarsko Energetski Kombinat E. Kardelj",Slovenia,Coal: brown,Mine at Hrastnik,46.14,15.06,1300,#N/A
"SOZC, Rudarsko Energetski Kombinat E. Kardelj",Slovenia,Coal: brown,Mine at Kanizarnica,45.55,15.17,1300,#N/A
"SOZC, Rudarsko Energetski Kombinat E. Kardelj",Slovenia,Coal: brown,Mine at Ojstro,46.16,15.28,1300,#N/A
"SOZC, Rudarsko Energetski Kombinat E. Kardelj",Slovenia,Coal: brown,Mine at Senovo,46.04,15.47,1300,#N/A
"Rudarsko Energetski Kombinat Velenje, RO Rudnik Lignita-Velenje",Slovenia,Coal: lignite,Mine at Velenje,46.39,15.17,5000,#N/A
Al�mina Espanola S.A.,Spain,Aluminum,"Electrolytic plant at San Ciprian, Lugo",43.7,-7.47,230,#N/A
Alcoa Inespal S.A.,Spain,Aluminum,Electrolytic plant at Aviles,43.58,-5.91,85,#N/A
Alcoa Inespal S.A. (Alcoa Inc.),Spain,Aluminum,Electorlytic plant at La Coruna,43.35,-8.44,85,#N/A
Antracitas Gaiztarro S.A.,Spain,Coal: anthracite,Mine at Mar�a,37.72,-2.17,2000,#N/A
Antracitas Gaiztarro S.A.,Spain,Coal: anthracite,Mine near Oviedo,43.37,-5.83,2000,#N/A
Antracitas Gaiztarro S.A.,Spain,Coal: anthracite,Mine at Paulina,37.72,-2.17,2000,#N/A
Antracitas del Bierzo S.A.,Spain,Coal: anthracite,Mine near Leon,42.6,-5.57,1000,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,San Nicolas Mine,43.27,-5.82,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Candin mine,43.32,-5.72,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Maria Luisa Mine,43.32,-5.72,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Modesta Plant,43.3,-5.68,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Carrio Mine,43.25,-5.57,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Batan Plant,43.25,-5.77,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Monsacro mine,43.28,-5.88,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Aller Mine,43.2,-5.78,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Soton Mine,43.27,-5.62,3300,#N/A
Hulleras del Norte S.A. (Hunosa),Spain,Coal: bituminous,Figaredo Mine,43.22,-5.78,3300,#N/A
Hulleras Vasco Leonesa S.A.,Spain,Coal: bituminous,"Santa Lucia Mine, Leon",42.6,-5.57,2000,#N/A
Minas de Figaredo S.A.,Spain,Coal: bituminous,Mine near Oviedo,43.37,-5.83,1000,#N/A
Nacional de Carbon del Sur (Encasur),Spain,Coal: bituminous,Rampa 3 and San Jose Mines,37.6,-5.72,200,#N/A
Empresa Nacional de Electricidad S.A. (Endesa),Spain,Coal: lignite,Andorra Mine,40.97,-0.43,15000,ELEZF
Empresa Nacional de Electricidad S.A. (Endesa),Spain,Coal: lignite,As Pontes Mine,43.32,-6.43,15000,ELEZF
Atlantic Copper S.A.,Spain,Copper: metal,Refinery at Huelva,37.24,-6.95,270,#N/A
Atlantic Copper S.A.,Spain,Copper: metal,Electrolytic refinery at Huelva,37.24,-6.95,105,#N/A
Elmet SL,Spain,Copper: metal,"Smelter and electrolytic refinery at Berango, Vizcaya",43.37,-2.99,60,#N/A
Industrias Reunidas de Cobre,Spain,Copper: metal,Smelter at Asua-Bilbao,43.31,-2.99,30,IBA
Atlantic Copper S.A.,Spain,"Copper: ore, metal",Alfredo underground mine,37.13,-2.07,30,#N/A
Minas de Rio Tinto S.A.,Spain,"Copper: ore, metal",Cerro Colorado open pit mine,37.13,-2.07,20,#N/A
Atlantic Copper S.A.,Spain,"Copper: ore, metal",Mine at Arientero,42.88,-8.55,12,#N/A
Atlantic Copper S.A.,Spain,"Copper: ore, metal",Plant at Arientero,42.88,-8.55,12,#N/A
"Rio Narcea Gold Mines, Ltd.",Spain,Nickel: metal,Aguablanca Mine,37.96,-6.19,8,#N/A
Granges AB,Sweden,Aluminum,Sundsvall smelter at Kubikenborg,62.37,17.37,100,#N/A
Boliden Metals AB,Sweden,Copper: metal,Smelter and refinery at Ronnskar,64.67,21.27,240,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Aitik,67,19.32,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Garpenberg,60.31,16.19,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Kankberg,64.91,20.26,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Kristineberg,65.07,18.57,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Langdal,64.87,20.37,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Petiknas,64.94,20.07,68,#N/A
Boliden Mineral AB,Sweden,Copper: ore,Mine at Renstrom,64.92,20.09,68,#N/A
Outokumpu Oyj,Sweden,Copper: ore,Mine at Pahtohavare,67.84,20.17,22,#N/A
Novelis Inc,Switzerland,Aluminum,Rolling mill at Sierre,46.28,7.53,168,#N/A
Rio Tinto Corp.,Switzerland,Aluminum,Smelter at Steg,46.31,7.76,168,RIO
Schmelzmetall AG,Switzerland,Copper,Refinery at Gurtnellen,46.73,8.62,2.4,#N/A
British Alcan Aluminum Ltd.,United Kingdom,Aluminum: primary,Smelter at Lynemouth,55.2,-1.53,169,#N/A
Anglesy Aluminum Ltd.,United Kingdom,Aluminum: primary,Smelter at Holyhead,53.3,-4.61,144,#N/A
British Alcan Aluminum Ltd.,United Kingdom,Aluminum: primary,Locchaber Smelter,56.83,-5.07,41,#N/A
Coleshill Aluminum Ltd.,United Kingdom,Aluminum: secondary,Plant at Coleshill,53.02,-3.21,0,#N/A
Cohen Alloys Ltd.,United Kingdom,Aluminum: secondary,Plant at Glasgow,55.85,-4.33,0,#N/A
Hydro Aluminum Deeside Ltd.,United Kingdom,Aluminum: secondary,Plant at Clwyd,53.04,-2.93,55,#N/A
H.J.  Banks Mining,United Kingdom,Coal,Delhi Pit,55.08,-1.65,0,#N/A
UK Coal plc,United Kingdom,Coal,Kellingley Colliery,53.7,-1.2,30000,#N/A
UK Coal plc,United Kingdom,Coal,Thoresby Colliery,53.2,-1.05,30000,#N/A
UK Coal plc,United Kingdom,Coal,Welbeck Colliery,53.27,-1.2,30000,#N/A
UK Coal plc,United Kingdom,Coal,Maltby Colliery,53.43,-1.18,30000,#N/A
UK Coal plc,United Kingdom,Coal,Daw Mill Colliery,52.33,-1.58,30000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Chalmerston Pit,55.35,-4.36,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Broken Cross Pit,55.57,-3.86,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Glentaggart Pit,55.52,-3.89,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Newbigging Farm Pit,55.8,-3.2,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Powharnal Pit,55.54,-3.98,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,St. Ninians (Greenbank) Pit,56.12,-3.41,4000,#N/A
The Scottish Coal Company Ltd.,United Kingdom,Coal,Chapelhill Pit,56.38,-3.29,4000,#N/A
ATH Resources PLC,United Kingdom,Coal,Grievehill Pit,55.44,-4.18,1600,#N/A
ATH Resources PLC,United Kingdom,Coal,Glenmuckloch Pit,55.4,-4.03,1600,#N/A
Goitre Tower Colliery Ltd.,United Kingdom,Coal,Tower Colliery,51.73,-3.56,500,#N/A
Celtic Energy Ltd.,United Kingdom,Coal,Nant Helen Extension Pit,51.78,-3.67,400,#N/A
Celtic Energy Ltd.,United Kingdom,Coal,Selar Pit,51.73,-3.6,400,#N/A
Celtic Energy Ltd.,United Kingdom,Coal,Margam Pit,51.54,-3.64,350,#N/A
Celtic Energy Ltd.,United Kingdom,Coal,Nant Helen Extension Pit,51.78,-3.67,130,#N/A
INCO Europe Ltd.,United Kingdom,Nickel: refined,Plant at Clydach,51.69,-3.89,30,#N/A
"Aluminio Argentino S.A.I.C. (government: 52.1%, private: 47.9%)",Argentina,Aluminum,"Puerto Madryn, Chubut Province",-42.767,-65.05,275,#N/A
Yacimientos Carbon�fero R�o Turbio S.A. (private: 100%),Argentina,Coal,"R�o Turbio, Santa Cruz Province",-51.533,-72.299,210,#N/A
"Minera Alumbrera Ltd. (Xstrata plc: 50%, Wheaton River Minerals Ltd.: 37.5%, Northern Orion Resources Inc.: 12.5%)",Argentina,Copper and gold,"Bajo de La Alumbrera Mine, Bel�n Department, Catamarca Province",-27.65,-67.033,200 (copper),#N/A
Minera del Altiplano S.A.,Argentina,Lithium,"Salar del Hombre Muerto, Salta Province",-25.789,-66.892,"7,260 (chlor",#N/A
"Albras-Alum�nio Brasileiro S.A. (Albras) (Companhia Vale do Rio Doce: 51%, Nippon Amazon Aluminio Co.: 49%)",Brazil,Aluminum,Bel�m Par� State,-1.45,-48.483,440 (metal),#N/A
"Albras-Alum�nio Brasileiro S.A. (Albras) (Companhia Vale do Rio Doce: 51%, Nippon Amazon Aluminio Co.: 49%)",Brazil,Aluminum,"Vila do Conde, Par� State",-1.55,-48.75,440 (metal),#N/A
Alcan Alum�nio do Brasil S.A. (Alcan Aluminum Ltd.: 100%),Brazil,Aluminum,"Saramenha, Minas Gerais State",-20.41,-43.5,100 (metal),#N/A
Alcan Alum�nio do Brasil S.A. (Alcan Aluminum Ltd.: 100%),Brazil,Aluminum,"Saramenha, Minas Gerais State",-20.41,-43.5,150 (alumina,#N/A
Alcan Alum�nio Po�os de Caldas (Alucaldas) (Alcan Alum�nio do Brasil S.A.: 100%),Brazil,Aluminum,"Po�os de Caldas, Minas Gerais State",-21.8,-46.567,"1,000 (bauxi",#N/A
Alcan Empreendimentos Ltda. (Alcan Alum�nio do Brasil S.A.: 100%),Brazil,Aluminum,"Laminina��o de Pindamonhangaba, S�o Paulo State",-22.917,-45.467,280 (metal),#N/A
"Alcoa Alum�nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",Brazil,Aluminum,"Po�os de Caldas, Minas Gerais State",-21.8,-46.567,400 (bauxite,AA
"Alcoa Alum�nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",Brazil,Aluminum,"S�o Luiz, Maranh�o State",-2.517,-44.267,550 (alumina,AA
"Alcoa Alum�nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",Brazil,Aluminum,"S�o Luiz, Maranh�o State",-2.517,-44.267,239 (metal),AA
Alumar Consortium S.A. (Alcoa Alum�nio S.A.: 100%),Brazil,Aluminum,"Juriti bauxite mine, Par� State",-2.167,-56.067,"4,000 (bauxi",#N/A
"Alumar Consortium S.A. (Alcoa: 53.66%, BHP Billiton: 46.34%)",Brazil,Aluminum,"S�o Luis, Maranh�o State",-2.517,-44.267,"1,000 (metal",#N/A
"Alumar Consortium S.A. (Alcoa: 54%, BHP Billiton: 36%, Alcan: 10%)",Brazil,Aluminum,"S�o Luis, Maranh�o State",-2.517,-44.267,"2,000 (alumi",#N/A
Alum�nio do Brasil Nordeste S.A. (Alcan Aluminum Ltd.: 100%),Brazil,Aluminum,"Aratu, Bahia State",-12.817,-38.45,120 (metal),#N/A
Alum�nio do Norte do Brasil S.A. (Alunorte) (private: 100%),Brazil,Aluminum,"Barcarena, Par� State",-1.5,-48.667,"2,400 (alumi",#N/A
"Aluvale (CVRD: 54.5%, Billiton Metais S.A.: 45.5%)",Brazil,Aluminum,"Santa Cruz, Rio de Janeiro State",-22.925,-43.688,93 (metal),#N/A
Companhia Brasileira de Alum�nio (CBA) (private: 100%),Brazil,Aluminum,"Po�os de Caldas, Minas Gerais State",-21.8,-46.567,"1,000 (bauxi",CBD
Companhia Brasileira de Alum�nio (CBA) (private: 100%),Brazil,Aluminum,"Sorocaba, S�o Paulo State",-23.483,-47.45,500 (alumina,CBD
Companhia Brasileira de Alum�nio (CBA) (private: 100%),Brazil,Aluminum,"Sorocaba, S�o Paulo State",-23.483,-47.45,340 (metal),CBD
"Companhia Geral do Minas (Aluminum Co. of America: 79%, others: 21%)",Brazil,Aluminum,"Po�os de Caldas, Minas Gerais State",-21.8,-46.567,275 (alumina,CBD
"Companhia Geral do Minas (Aluminum Co. of America: 79%, others: 21%)",Brazil,Aluminum,"Po�os de Caldas, Minas Gerais State",-21.8,-46.567,95 (metal),CBD
"Consortium Paragominas S.A. (CVRD: 48.7%, MRN: 24.6%, Nippon Amazon Aluminum Co.: 12.2%, CBA: 5.7%, others: 8.8%)",Brazil,Aluminum,"Jabuti, Par� State",-4.133,-58.633,"4,500 (bauxi",#N/A
"Consortium Paragominas S.A. (CVRD: 48.7%, MRN: 24.6%, Nippon Amazon Aluminum Co.: 12.2%, CBA: 5.7%, others: 8.8%)",Brazil,Aluminum,"Jabuti, Par� State (alumina)",-4.133,-58.633,"1,200 (alumi",#N/A
"Minera��o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",Brazil,Aluminum,"Oriximina, Par� State",-1.765,-55.864,"14,500 (baux",#N/A
"Minera��o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",Brazil,Aluminum,"Papagalo, Par� State",-5.533,-49.1,"2,000 (bauxi",#N/A
"Minera��o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",Brazil,Aluminum,"Trombetas, Par� State",-1.886,-55.628,"2,000 (bauxi",#N/A
"Reynolds Internacional do Brasil (Reynolds: 42.5%, Bradesco Bank: 42.5%, J.P. Morgan: 15%)",Brazil,Aluminum,"Sorocaba, S�o Paulo State",-23.483,-47.45,5.4 million,#N/A
"Vale do Sul Alum�nio S.A. (Aluvale) (government: 27%, private: 25%, Shell do Brasil S.A.: 44%)",Brazil,Aluminum,"Santa Cruz, Rio de Janeiro State",-22.925,-43.688,86 (metal),RDS.A
Carbon�fera Circi�ma S.A. (CCSA) (private: 100%),Brazil,Coal,"Circi�ma, Santa Catarina State (two mines)",-28.7,-49.367,1600,#N/A
Companhia Carbon�fera Metropolitana S.A. (private: 100%),Brazil,Coal,"Circi�ma, Santa Catarina State (three mines)",-28.7,-49.367,1200,CBD
Companhia Riograndense de Minera��o S.A. (private: 100%),Brazil,Coal,"Circi�ma, Santa Catarina State (two mines)",-28.7,-49.367,2600,CBD
Copelmi Minera��o Ltda. (COPELMI) (private: 100%),Brazil,Coal,"Arroio dos Ratos Rio, Grande do Sul State (four mines)",-30.083,-51.717,4600,#N/A
Cara�ba Metais S/A (CMSA) (private: 100%).,Brazil,Copper,"Cama�ari, Bahia State",-12.683,-38.333,220 (metal),#N/A
Minera��o Cara�ba S/A (Grupo PARANAPANEMA: 100%),Brazil,Copper,"Jaguari, Bahia State",-10.267,-40.2,130 (ore),#N/A
Minera��o Cara�ba S/A (Grupo PARANAPANEMA: 100%),Brazil,Copper,"Jaguari, Bahia State (beneficiation plant)",-10.267,-40.2,90 (concentr,#N/A
CODEMIN S.A. (Anglo American plc: 100%),Brazil,Nickel,"Niquel�ndia, Goi�s State",-14.45,-48.45,20 (metal),#N/A
Companhia Niquel Tocantins (Grupo Votarantim: 100%),Brazil,Nickel,"Niquel�ndia, Goi�s State",-14.45,-48.45,20 (ore),CBD
Companhia Niquel Tocantins (Grupo Votarantim: 100%),Brazil,Nickel,"Niquel�ndia, Goi�s State",-14.45,-48.45,10 (electrol,CBD
Minera��o Serra da Fortaleza (Grupo Votarantim: 100%),Brazil,Nickel,"Fortaleza, Minas Gerais State",-5.983,-48.133,19 (nickel m,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Laterri�re, Qu�bec",48.5,-72.62,219,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Beauharnois, Qu�bec",45.317,-73.867,50,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Shawinigan, Qu�bec",46.55,-72.733,91,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Grande-Baie, Qu�bec",48.3,-70.85,198,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Arvida, Jonqui�re, Qu�bec",48.433,-71.183,163,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Kitimat, British Columbia",54,-128.7,275,#N/A
Alcan Inc.,Canada,Aluminum,"Smelter in Alma, Qu�bec",48.55,-71.65,400,#N/A
"Aluminerie Alouette Inc. (Alcan: 40%, Aluminium Austria Metall Qu�bec: 20%, Hydro Aluminum: 20%, Soci�t� g�n�rale de financement du Qu�bec (SGF): 13.33%, and Marubeni Qu�bec Inc.: 6.67%)",Canada,Aluminum,"Smelter in Sept-Iles, Qu�bec",50.355,-66.383,244,#N/A
Aluminerie Lauralco Inc. (Alcoa: 100%),Canada,Aluminum,"Deschambault, Qu�bec",46.633,-71.917,249,#N/A
"Aluminiere de B�cancour Inc. (Alcoa: 75%, Alcan: 25%)",Canada,Aluminum,"Smelter in B�cancour, Qu�bec",46.333,-72.433,403,#N/A
Canadian Reynolds Metals Co. Ltd. (Alcoa: 100%),Canada,Aluminum,"Smelter in Baie-Comeau, Qu�bec",49.217,-68.15,438,AA
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,Coal Mountain Mine located at 30km southeast of Sparwood,49.79,-114.89,"2,500 (open",#N/A
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,"Elkview Mine near Sparwood, British Columbia",49.79,-114.89,6000,#N/A
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,"Fording River Mine near Elkford, British Columbia, community at the north on Highway 43 (21 miles/34 km)",49.79,-114.89,"10,000 (open",#N/A
