Description,country,commodity,fac_name,latitude,longitude,capacity,Ticker
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,"Greenhills Mine near Elkford, British Columbia",49.79,-114.89,"4,500 (open-",#N/A
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,"Line Creek Mine near Sparwood, British Columbia",49.79,-114.89,9000,#N/A
"Elk Valley Coal Partnership (Teck Cominco Limited: 41%, Consol Energy Inc., Fording Inc., and Luscar Energy Partnership: 59%)",Canada,Coal,"Cardinal River Mine near Hinton, Alberta",53.83,-117.23,8000,#N/A
Boliden Westmin (Canada) Limited,Canada,Copper,"Myra Falls Mine, British Columbia",49.33,-125.33,9000,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Sudbury Division, Sudbury, Ontario",46.5,-80.967,4250,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Strathcona and Timmins operations in Timmins, Ontario",48.5,-81.333,4860,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Smelter in Timmins, Ontario",48.5,-81.333,440,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Kidd Creek Mine, near Timmins, northern Ontario",48.683,-81.367,"4,000 (ore)",#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Montcalm Mine, 70 km west of Timmins, Ontario",48.56,-81.89,"2,000 (ore)",#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Raglan Mine in Ungave, Qu�bec",61.65,-73.683,"2,000 (ore)",#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Louvicourt Mine, Val d'Or, Qu�bec",48.77,-77.8,"2,000 (ore)",#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Smelter in Thompson, Manitoba",55.75,-97.867,686 (project,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Bell Allard Mine, Murdochville, Qu�bec",49.683,-77.733,"4,000 (ore)",#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Copper,"Horne Smelter in Rouyn-Noranda, Toronto, northwestern Quebec",48.244,-79.019,770,#N/A
"Highland Valley Copper (Teck Cominco Limited: 63.9%, BHP Billiton Ltd.: 33.6%, others: 2.5%)",Canada,Copper,"Kamloops, British Columbia",50.667,-120.333,4500,TECK
"Huckleberry Mines Ltd. (Imperial Metals Corp.: 50%, Japanese consortium: 50%)",Canada,Copper,"Huckleberry Mine in Omineca, central British Columbia",56,-124.883,37 copper co,#N/A
Imperial Metals Corporation,Canada,Copper,"Mount Polley Mine, British Columbia",52.117,-124.85,17 (copper c,#N/A
Inco Limited,Canada,Copper,"Smelter in Sudbury, Ontario",46.5,-80.967,500,#N/A
Inco Limited,Canada,Copper,"Refinery in Sudbury, Ontario",46.5,-80.967,170,#N/A
Northgate Exploration Limited,Canada,Copper,"Kemess Mine, British Columbia",57.033,-126.783,28 (copper c,#N/A
Inco Limited,Canada,Copper,"Thompson district, Manitoba",55.75,-97.867,varies,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Nickel,"Craig, Fraser, Lindsley, and Lockerby in Sudbury district, Ontario",46.5,-80.967,54 (metal co,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Nickel,"Raglan Mine in Ungave, Qu�bec",61.65,-73.683,21 (metal co,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Nickel,"Smelter in Falconbridge, Ontario",46.567,-80.817,45 (rated ca,#N/A
"Falconbridge Limited (Noranda Inc.: 58.9%, Falconbridge Limited: 41.1%)",Canada,Nickel,"Montcalm Mine, 70 km west of Timmins, Ontario",48.417,-81.367,"2,000 (ore)",#N/A
Inco Limited,Canada,Nickel,"Gertrude, Stobie, Creighton, Copper Cliff North and South, Garson-Offsets, McCreedy East and West, Coleman, Crean Hill, and Totten in Sudbury di",46.45,-81.167,106 (metal c,#N/A
Inco Limited,Canada,Nickel,"Smelter in Sudbury, Ontario",46.5,-80.967,110 (metal c,#N/A
Inco Limited,Canada,Nickel,"Refinery in Sudbury, Ontario",46.5,-80.967,57 (metal co,#N/A
Inco Limited,Canada,Nickel,"Refinery in Port Colborne, Ontario",42.883,-79.233,30 (metal co,#N/A
Inco Limited,Canada,Nickel,"Thompson, Birchtree Mines in Manitoba",55.2,-97.483,62 (metal co,#N/A
Inco Limited,Canada,Nickel,"Smelter in Thompson, Manitoba",55.2,-97.483,82 (metal co,#N/A
Sherritt International Corp.,Canada,Nickel,"Refinery in Fort Saskachewan, Alberta",53.717,-113.2,24 (metal co,#N/A
"Carbonifera Victoria de Lebu S.A. (Empressa Nacional del Carbon S.A.: 99.99%, other private: 0.01%)",Chile,Coal: bituminous and lignite,"Victoria de Lebu Mine, Region VIII",-36.717,-73.117,85 (estimate,#N/A
Empresa Nacional del Carb�n S.A. (ENACAR),Chile,Coal: bituminous and lignite,"La Chulita and Trongol Mines in Curanilahue, and plant in Lota, Region VIII",-37.467,-73.35,100 (estimat,#N/A
Ingenieria del Sur S.A. (La Compa��a Carbon�fera San Pedro de Catamut�n: 100%),Chile,Coal: subbituminous,"Pecket Mine, Region XII (open pit)",-52.75,-70.883,1100,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,"Andina Mining Division, including Rio Blanco and Sur Sur Mines",-32.883,-70.233,240000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,"CODELCO Norte Mining Division, including Chuquicamata, Mina Sur, and Radomiro Tomic Mines",-22.283,-68.9,985000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,El Teniente Mining Division and Mine,-34.1,-70.45,440000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,"Salvador Mining Division, including Inca, Campamento Antiguo, and Damiana Norte Mines - (general coordinates of Chile)",-30,-71,75000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Chuquicamata (CODELCO Norte Division),-22.317,-68.933,460000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Las Ventanas Smelter (anodes and blister),-32.733,-71.048,400000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Caletones (El Teniente Division),-34.1,-70.45,360000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Potrerillas (Salvador Division),-26.433,-69.483,140000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Chuquicamata (CODELCO Norte Division) (oxide),-22.317,-68.933,600000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Chuquicamata (CODELCO Norte Division) (sulfide),-22.317,-68.933,85000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Las Ventanas Refinery,-32.733,-71.048,335000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Potrerillas (Salvador Division),-26.433,-69.483,130000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Chuquicamata SX-EW plants (CODELCO Norte Division) (oxide),-22.317,-68.933,130000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,El Teniente SX-EW plants,-34.1,-70.45,2000,#N/A
Corporaci�n Nacional del Cobre de Chile (CODELCO) (government: 100%),Chile,Copper,Potrerillas SX-EW plants (Salvador Division) (oxide and sulfide),-26.433,-69.483,85000,#N/A
"Alliance Copper Ltd. (BHP Billiton plc: 50%, Corporaci�n Nacional del Cobre de Chile: 50%)",Chile,Copper,Bioleaching plant to process copper from CODELCO Norte concentrates in Chuquicamata,-22.283,-68.9,20000,#N/A
"Compa��a Minera Carmen de Andacollo (Aur Resources Inc.: 63%, Compa��a Minera del Pac�fico: 27%, Empresa Nacional de Miner�a (ENAMI): 10%)",Chile,Copper,"Andacollo Mine, Region IV",-30.23,-71.086,22000,#N/A
Compa��a Minera Cerro Colorado (BHP Billiton plc: 100%),Chile,Copper,Cerro Colorado Mine and SX-EW plant,-33.083,-71.65,125000,#N/A
"Compa�ia Minera Do�a In�s de Collahuasi SCM (Anglo-American plc: 44%, Xstrata: 44%, companies led by Mitsui & Co. Ltd.: 12%)",Chile,Copper,"Open-pit mine, concentrator plant, SX-EW plant, at Ujina, Region I",-20.983,-68.6,"515,000 (est",#N/A
"Compa��a Minera Quebrada Blanca (Aur Resources Inc.: 76.5%, Inversiones Mineras S.A.: 13.5%)",Chile,Copper,"Quebrada Blanca open-pit mine, Region I",-21,-68.817,80000,#N/A
Compa��a Minera Zald�var (Placer Dome Inc.: 100%),Chile,Copper,"Zald�var open-pit, heap-leach mine, Region II",-24.167,-69.05,150000,#N/A
"Empresa Minera de Mantos Blancos S.A. (Anglo-American plc: 99.9%, other private: 0.1%)",Chile,Copper,"Mantos Blancos open pit mine, SX-EW plant, Region II",-23.55,-70.183,95000,NGLOY
"Empresa Minera de Mantos Blancos S.A. (Anglo-American plc: 99.9%, other private: 0.1%)",Chile,Copper,"Mantoverde open pit mine, SX-EW plant, Region III",-26.567,-70.317,60000,NGLOY
Empresa Nacional de Miner�a (government: 100%),Chile,Copper,"Hern�n Videla Lira smelter (anodes and blister), Paipote, Region III",-27.417,-70.283,300000,PD
"Minera El Tesoro S.A. (Antofagasta plc: 61%, Equatorial Mining Ltd.: 39% )",Chile,Copper,"El Tesoro open-pit mine and SX-EW plant, near Chuquicamata and Calama",-22.333,-68.933,100000,#N/A
"Minera Los Pelambres S.A. (Antofagasta plc: 60%, Japanese Consortia: 40%)",Chile,Copper,"Los Pelambres open-pit mine, 200 km northeast of Santiago",-31.6,-70.833,360000,#N/A
"Minera Michilla S.A. (Antofagasta plc: 74.2%, other private Chilean investor: 25.8%)",Chile,Copper,"Michilla Mine and SX-EW and sulfide leaching plant, 1,500 km north of Santiago",-22.733,-70.267,55000,#N/A
Minera Sur Andes Ltda. (Anglo-American plc: 100%),Chile,Copper,Los Bronces Mine and Tortolas SX-EW plant,-34.2,-71.017,240000,#N/A
Minera Sur Andes Ltda. (Anglo-American plc: 100%),Chile,Copper,El Soldado Mine,-32.7,-71.083,70000,#N/A
Minera Sur Andes Ltda. (Anglo-American plc: 100%),Chile,Copper,Chagres Smelter (blister and anodes),-32.8,-70.967,162000,#N/A
"Noranda Chile S.A., Fundici�n Altonorte (Noranda Inc.: 100%)",Chile,Copper,"Altonorte Smelter, La Negra, Region II",-28.333,-70.833,290000,#N/A
"Sociedad Contractual Minera El Abra (Phelps Dodge Corporation: 51%, CODELCO: 49%)",Chile,Copper,"El Abra Mine and SX-EW plant, near Calama",-34.3,-70.883,250000,PD
"Xstrata (Credit Suiss Securities (Europe) Ltda.: 16.23%, Glencore Int. AG, Zug: 19.4%, other: 64.13%)",Chile,Copper,"Lomas Bayas Mine and SX-EW plant, Region II",-23.433,-69.5,65000,#N/A
"C�a. Contractual Minera Candelaria (Phelps Dodge Corporation: 80%, SMMA Candelaria, Inc.: 20%)",Chile,"Copper, gold, and silver","Candelaria open-pit mine, underground mine, and concentration plant; Ojos del Salado Mine and concentration plant, near Copiap�",-43.068,-73.562,"232,000 (cop",#N/A
Empresa Nacional de Miner�a (government: 100%),Chile,"Copper, gold, and silver","Manuel Antonio Matta Plant, Paipote; Osvaldo Martinez Plant, El Salado; Vallenar Plant, Region III; and Jos� Antonio Moreno Plant, Taltal, Regio",-30.598,-71.2,"22,000 (copp",#N/A
"Minera Escondida Ltd. (BHP Billiton plc: 57.5%, Rio Tinto plc: 30%, Japan Escondida Corporation: 10%, International Finance Corp.: 2.5%)",Chile,"Copper, gold, and silver","Escondida open pit mine, 2 concentrator plants, and an oxide plant for and an oxide plant for cathode production (SX-EW)",-30.167,-70.967,"1,250,000 (c",#N/A
SQM Salar S.A. (subsidiary of Sociedad Qu�mica y Minera de Chile S.A.) (private: 100%),Chile,Lithium carbonate,"Plant in Santiago, Metropolitan Region",-33.45,-70.667,33000,#N/A
"Acerias Paz del Rio, S.A. (private: 100%)",Colombia,Coal,"Paz del R�o, Boyaca Department",5.988,-72.752,600,#N/A
C.I. Prodeco S.A. (Glencore International AG: 100%),Colombia,Coal,"Calenturitas, Cesar Department",9.643,-73.623,5000,#N/A
"Carbones del Cerrejon LLC (Anglo American Plc: 33.3%, Glencor International AG: 33.3%, BHP Billiton Plc: 33.3%)",Colombia,Coal,"Cerrejon Centro Mines, Cerrejon Sur Mines, Cerrejon Zona Norte, and Oreganal Mines, La Guajira Department",10.972,-72.75,27500,#N/A
Drummond Ltd. (Drummond Co. Inc.: 100%),Colombia,Coal,"La Loma Mine (Pribbenow), Cesar Department",9.496,-73.849,22000,#N/A
"Mineria El Roble, S.A.",Colombia,Copper,"El Roble Mine, El Carmen, Choco Department",5.85,-76.2,3,#N/A
"Cerro Matoso, S.A. (QNI Ltd.: 100%, owned by BHP Billiton Plc: 100%)",Colombia,Nickel,"Cerro Matoso Mine, Montelibano, Cordoba Department",7.987,-75.425,55 (plant),#N/A
"Metals Enterprise S.A. (government: 50%, Sherritt international cooperation: 50%)",Cuba,Cobalt,"Moa, Holguin Province",20.657,-74.94,3,#N/A
Empresa Niquel�fera Comandante Ren� Ramos Latour (government: 100%),Cuba,Nickel,"Nicaro, Holguin Province",20.683,-75.533,12.4,#N/A
Empresa Niquel�fera Ernesto Che Guevara (goverrnment: 100%),Cuba,Nickel,"Moa, Holguin Province",20.657,-74.94,31.5,#N/A
"Moa Nickel S.A. (government, 50%, Sherritt International Corporation, 50%",Cuba,Nickel,"Moa, Holguin Province",20.657,-74.94,33,#N/A
Falconbridge Dominicana C. por A. (Falconbridge Limited: 85.26%),Domincan Republic,Nickel,"La Vega Province, town of Bonao, 80 km north of Santo Domingo",19.117,-70.617,28000,#N/A
"Grupo Solaire S.A. de C.V., Aluminio de Centro America S.A. de C.V., INCO Industrias Consolidadas S.A. de C.V., and others",El Salvador,Aluminum,Capital city of San Salvador,13.62,-89.27,2600,#N/A
"Exploraciones y Explotaciones Mineras Izabal S.A. (EXMIBAL) (Skye Resources Ltd.: 92.4%, government: 7.6%)",Guatemala,Nickel,"Fenix Mine and concentration plant, El Estor, Izabal Department (Inactive since closed by INCO Limited in 1997)",15.533,-89.35,9000,#N/A
"Aluminio y Derivados de Veracruz, S.A. de C.V. (private Mexican: 100%)",Mexico,Aluminum,"Smelter in Veracruz, Veracruz",19.2,-96.133,65,#N/A
"Carbon�fera de San Patricio, S.A. de C.V. (private Mexican: 100%)",Mexico,Coal,"Progreso, Coahuila",27.417,-100.983,1314,#N/A
"Industrial Minera M�xico, S.A. de C.V. (IMMSA) (Grupo M�xico, S.A. de C.V.: 90%)",Mexico,Coal,"Nueva Rosita, Coahuila",27.95,-101.217,1500,#N/A
"Minera Carbon�fera R�o Escondido, S.A. (Grupo Acerero del Norte, S.A. de C.V. (GAN): 51%, and Mission Energy: 49%)",Mexico,Coal,"Mina I, Mina II, and Tajo I at Nava and Piedras Negras, Coahuila",25.667,-102.967,4000,#N/A
"Minerales de Monclova, S.A. (Altos Hornos de Mexico, S.A. de C.V. (AHMSA): 100%)",Mexico,Coal,"Mimosa and Palau Mines; Muzquiz Washing Plant at Palau, Coahuila; and coking plant at Monclova, Coahuila",27.917,-101.417,3000,#N/A
"Mexicana de Cananea, S.A. de C.V. (Grupo M�xico, S.A. de C.V.: 90%)",Mexico,Copper,"Mine and smelter at Cananea, Sonora",30.95,-110.3,"29,200 (mill",#N/A
"Mexicana de Cananea, S.A. de C.V. (Grupo M�xico, S.A. de C.V.: 90%)",Mexico,Copper,"La Caridad Mine, Smelter, Refinery, and Rod Plant at Nacozari de Garcia, Sonora",30.4,-109.65,350 (smelter,#N/A
BHP Tintaya S.A. (private: 100%),Peru,Copper,"Tintaya Mine, Cusco Department",-13.59,-71.933,90,#N/A
C�a. Minera Atacocha S.A. (private: 100%),Peru,Copper,"Yanacancha Mine, Jun�n Department",-12.2,-75.417,30,#N/A
C�a. Minera Condestable S.A. (private: 100%),Peru,Copper,"Condestable Mine, Mala Mine, Canete Province, Jun�n Department",-10.699,-75.769,20,#N/A
C�a. Minera San Ignacio de Morococha S.A. (private: 100%),Peru,Copper,"Yauricocha, Jun�n Department",-12.3,-75.75,60,#N/A
C�a. Minera Volc�n S.A. (private: 100%),Peru,Copper,"San Crist�bal, Mahr T�nel, and Andaychagua, Jun�n Department",-11.741,-76.058,60,#N/A
"Compa��a Minera Antamina S.A. (CMA) (BHP Billiton plc.: 33.75%, Noranda Inc.: 33.75%, Teck Cominco Ltd.: 22.5%, Mitsubishi Corp.: 10%)",Peru,Copper,"Antamina Mine, Huari, Ancash Department",-9.333,-77.233,1000,#N/A
"Compa��a Minera Antamina S.A. (CMA) (BHP Billiton plc.: 33.75%, Noranda Inc.: 33.75%, Teck Cominco Ltd.: 22.5%, Mitsubishi Corp.: 10%)",Peru,Copper,"Antamina Concentrator, Ancash Department",-9.767,-77.1,400,#N/A
Doe Run Resources Corp. (private: 100%),Peru,Copper,"Cobriza, 350km SE of La Oroya, Huancavelica Department",-12.7,-74.4,70,#N/A
Doe Run Resources Corp. (private: 100%),Peru,Copper,"Smelter at La Oroya, Jun�n Department",-11.533,-75.9,65,#N/A
Doe Run Resources Corp. (private: 100%),Peru,Copper,"Refinery at La Oroya, Jun�n Department",-11.533,-75.9,60,#N/A
Glencore International AG (private: 100%),Peru,Copper,"Casapalca, Lima Department",-11.65,-76.233,60,#N/A
"Sociedad Minera Cerro Verde S.A.A. (Phelps Dodge Corp.: 55%, Sumitomo Metal Mining Co. Ltd.: 25%, C�a. de Minas Buenaventura S.A.A.: 20%)",Peru,Copper,"Cerro Verde, Arequipa Department",-16.531,-71.599,100,PD
"Sociedad Minera Cerro Verde S.A.A. (Phelps Dodge Corp.: 55%, Sumitomo Metal Mining Co. Ltd.: 25%, C�a. de Minas Buenaventura S.A.A.: 20%)",Peru,Copper,"Electrowon at Cerro Verde, Arequipa Department",-16.517,-71.7,90,PD
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Refinery at Ilo, Moquegua Department",-17.639,-71.338,330,SCCO
"(Suralco: 55%, BHP Billiton plc: 45%)",Suriname,Aluminum,Smelter at Paranam,5.617,-55.1,50,#N/A
"C.V.G. Aluminio del Caron�, S.A. (Corporaci�n Venezolana de Guayana: 82%, Alcoa: 7.3%)",Venezuela,Aluminum,"Ciudad Guayana, Bolivar State",8.367,-62.667,210,#N/A
"C.V.G. Venezolana de Aluminio C.A. (Corporaci�n Venezolana de Guayana: 80%, Showa Denko K.K., Kobe Steel Ltd., Sumitomo Chemical Co. Ltd., Mitsubishi Materials Corp., Mitsubishi Aluminum Co., and Marubeni Corp.: 20%)",Venezuela,Aluminum,"Ciudad Guayana, Bolivar State",8.367,-62.667,430,#N/A
"Carbones de la Guajira, S.A. (InterAmerican Coal Holdings NV: 64%, Carbozulia S.A:, 36%)",Venezuela,Coal,"Mina Norte and Cachiri, Zulia State, Guasare Coal Basin",10.564,-71.67,1200,#N/A
"Carbones del Guasare, S.A. (Carbozulia S.A.: 49.6%, Peabody Energy Corp.: 25.5%, Anglo Coal: 24.9%)",Venezuela,Coal,"Paso Diablo, Zulia State, Guasare Coal Basin",11.101,-72.221,7000,#N/A
Loma de N�quel C.A. (Anglo American plc: 91.4%),Venezuela,Ferronickel,"Loma de Niquel, Aragua and Miranda States",9.983,-67.433,18,NGLOY
Loma de N�quel C.A. (Anglo American plc: 91.4%),Venezuela,Nickel,"Loma de Niquel, Aragua and Miranda States",9.983,-67.433,22,NGLOY