Description,country,commodity,fac_name,latitude,longitude,capacity,symbol,Company_Type,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,exchange,date
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,71.0,71.98,70.05,71.81,912082.0,71.98,70.05,71.81,71.0,912082.0,1.0,XNYS,2021-01-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,69.18,71.33,68.58,70.66,904176.0,71.33,68.58,70.66,69.18,904176.0,1.0,XNYS,2021-01-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,71.09,71.46,69.95,71.44,888346.0,71.46,69.95,71.44,71.09,888346.0,1.0,XNYS,2021-01-08
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,70.0,71.35,69.755,71.18,1232629.0,71.35,69.755,71.18,70.0,1232629.0,1.0,XNYS,2021-01-07
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,68.57,69.7,68.12,68.95,1074708.0,69.7,68.12,68.95,68.57,1074708.0,1.0,XNYS,2021-01-06
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,66.95,68.22,66.85,68.16,1049831.0,68.22,66.85,68.16,66.95,1049831.0,1.0,XNYS,2021-01-05
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,67.38,68.5,66.85,67.27,1482361.0,68.5,66.85,67.27,67.38,1482361.0,1.0,XNYS,2021-01-04
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,65.9,65.9,64.762,65.12,491314.0,65.9,64.762,65.12,65.9,491314.0,1.0,XNYS,2020-12-31
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,64.27,65.88,64.27,65.82,738630.0,65.88,64.27,65.82,64.27,738630.0,1.0,XNYS,2020-12-30
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,63.68,64.5,63.1954,64.27,516529.0,64.5,63.1954,64.27,63.68,516529.0,1.0,XNYS,2020-12-29
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,65.0,65.18,63.2414,63.53,410652.0,65.18,63.2414,63.53,65.0,410652.0,1.0,XNYS,2020-12-28
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,64.74,64.98,64.02,64.1,365208.0,64.98,64.02,64.1,64.74,365208.0,1.0,XNYS,2020-12-24
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,63.43,64.46,63.395,64.41,1081155.0,64.46,63.395,64.41,63.43,1081155.0,1.0,XNYS,2020-12-23
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,63.6,63.66,62.46,63.1,820313.0,63.66,62.46,63.1,63.6,820313.0,1.0,XNYS,2020-12-22
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,61.44,63.835,61.0097,63.79,775796.0,63.835,61.0097,63.79,61.44,775796.0,1.0,XNYS,2020-12-21
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,62.97,63.41,62.27,62.75,1127504.0,63.41,62.27,62.75,62.97,1127504.0,1.0,XNYS,2020-12-18
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,62.56,63.6,62.5,62.91,1082985.0,63.6,62.5,62.91,62.56,1082985.0,1.0,XNYS,2020-12-17
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,61.01,62.8755,60.7,61.77,1026324.0,62.8755,60.7,61.77,61.01,1026324.0,1.0,XNYS,2020-12-16
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.48,60.58,60.0,60.53,550770.0,60.58,60.0,60.53,60.48,550770.0,1.0,XNYS,2020-12-15
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.15,60.27,58.7,59.23,669800.0,60.27,58.7,59.23,60.15,669800.0,1.0,XNYS,2020-12-14
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,58.74,59.87,58.71,59.76,536667.0,59.87,58.71,59.76,58.74,536667.0,1.0,XNYS,2020-12-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,59.22,59.89,58.88,59.17,1050368.0,59.89,58.88,59.17,59.22,1050368.0,1.0,XNYS,2020-12-10
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.55,60.79,58.66,59.48,1030998.0,60.79,58.66,59.48,60.55,1030998.0,1.0,XNYS,2020-12-09
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,58.9,60.74,58.9,60.31,1033884.0,60.74,58.9,60.31,58.9,1033884.0,1.0,XNYS,2020-12-08
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.69,60.83,58.94,59.26,793950.0,60.83,58.94,59.26,60.69,793950.0,1.0,XNYS,2020-12-07
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.72,61.34,60.69,61.02,877646.0,61.34,60.69,61.02,60.72,877646.0,1.0,XNYS,2020-12-04
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.71,61.19,60.084,60.31,1061334.0,61.19,60.084,60.31,60.71,1061334.0,1.0,XNYS,2020-12-03
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.2,60.74,59.64,60.2,1181309.0,60.74,59.64,60.2,60.2,1181309.0,1.0,XNYS,2020-12-02
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.5,60.98,59.785,60.15,1021708.0,60.98,59.785,60.15,60.5,1021708.0,1.0,XNYS,2020-12-01
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.63,61.19,59.35,59.37,1780827.0,61.19,59.35,59.37,60.63,1780827.0,1.0,XNYS,2020-11-30
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,60.55,61.28,60.38,60.85,494551.0,61.28,60.38,60.85,60.55,494551.0,1.0,XNYS,2020-11-27
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,59.3,60.2,58.66,59.98,678633.0,60.2,58.66,59.98,59.3,678633.0,1.0,XNYS,2020-11-25
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,58.81,59.99,58.71,59.51,1121857.0,59.99,58.71,59.51,58.81,1121857.0,1.0,XNYS,2020-11-24
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,57.63,58.32,57.4699,58.15,865481.0,58.32,57.4699,58.15,57.63,865481.0,1.0,XNYS,2020-11-23
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,56.69,57.45,56.51,56.83,1232120.0,57.45,56.51,56.83,56.69,1232120.0,1.0,XNYS,2020-11-20
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,55.62,56.21,54.91,56.05,444152.0,56.21,54.91,56.05,55.62,444152.0,1.0,XNYS,2020-11-19
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,56.38,56.64,55.32,55.87,608922.0,56.64,55.32,55.87,56.38,608922.0,1.0,XNYS,2020-11-18
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,55.54,56.48,55.035,56.09,1464067.0,56.48,55.035,56.09,55.54,1464067.0,1.0,XNYS,2020-11-17
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,55.29,55.99,55.05,55.54,681649.0,55.99,55.05,55.54,55.29,681649.0,1.0,XNYS,2020-11-16
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.13,54.45,53.87,54.39,994499.0,54.45,53.87,54.39,54.13,994499.0,1.0,XNYS,2020-11-13
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.41,55.32,53.29,53.58,1006163.0,55.32,53.29,53.58,54.41,1006163.0,1.0,XNYS,2020-11-12
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.2,54.42,53.73,54.14,695730.0,54.42,53.73,54.14,54.2,695730.0,1.0,XNYS,2020-11-11
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.43,54.86,53.51,54.16,894905.0,54.86,53.51,54.16,54.43,894905.0,1.0,XNYS,2020-11-10
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,56.13,56.98,54.64,54.66,1331250.0,56.98,54.64,54.66,56.13,1331250.0,1.0,XNYS,2020-11-09
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",-16.95,-70.633,200 (Cuajone,SCCO,Public,54.89,55.34,54.51,55.13,584644.0,55.34,54.51,55.13,54.89,584644.0,1.0,XNYS,2020-11-06
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.5,69.55,68.1,69.41,1121497.0,69.55,68.1,69.41,68.5,1121497.0,1.0,XNYS,2021-04-01
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.05,69.17,67.82,67.87,909869.0,69.17,67.82,67.87,69.05,929368.0,1.0,XNYS,2021-03-31
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.82,68.67,67.42,68.09,1102840.0,,,68.09,,,1.0,XNYS,2021-03-30
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,68.99,69.075,67.47,68.08,1233545.0,,,68.08,,,1.0,XNYS,2021-03-29
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,67.64,69.61,66.95,69.42,1469013.0,69.61,66.95,69.42,67.64,1469013.0,1.0,XNYS,2021-03-26
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,65.23,66.31,63.95,65.82,2298213.0,66.31,63.95,65.82,65.23,2317505.0,1.0,XNYS,2021-03-25
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,69.11,69.92,67.07,67.48,1635845.0,69.92,67.07,67.48,69.11,1658294.0,1.0,XNYS,2021-03-24
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,70.97,71.7,67.891,68.17,1522121.0,71.7,67.891,68.17,70.97,1844400.0,1.0,XNYS,2021-03-23
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.46,72.69,71.22,72.08,988039.0,72.69,71.21,72.08,72.46,988039.0,1.0,XNYS,2021-03-22
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,72.75,73.11,71.1,72.14,1507400.0,73.11,71.1,72.14,72.75,1509316.0,1.0,XNYS,2021-03-19
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,74.2,75.0795,72.87,72.94,865771.0,75.0795,72.87,72.94,74.2,883349.0,1.0,XNYS,2021-03-18
"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",Peru,Copper,"Smelter at Ilo, Moquegua Department",-17.639,-71.338,320,SCCO,Public,73.11,74.81,72.5614,74.28,758750.0,74.81,72.5614,74.28,73.11,758750.0,1.0,XNYS,2021-03-17
